year,quarter,state,district,registeredusers
2021,Q1,Jammu & Kashmir,Samba,53123
2021,Q1,Jammu & Kashmir,Rajouri,47092
2024,Q2,Jammu & Kashmir,Jammu,584892
2024,Q2,Jammu & Kashmir,Srinagar,202116
2024,Q2,Jammu & Kashmir,Baramulla,176182
2024,Q2,Jammu & Kashmir,Budgam,131188
2024,Q2,Jammu & Kashmir,Kathua,123907
2024,Q2,Jammu & Kashmir,Anantnag,118778
2024,Q2,Jammu & Kashmir,Kupwara,117021
2024,Q2,Jammu & Kashmir,Udhampur,115581
2024,Q2,Jammu & Kashmir,Samba,103572
2024,Q2,Jammu & Kashmir,Rajouri,93888
2024,Q1,Jammu & Kashmir,Jammu,563905
2024,Q1,Jammu & Kashmir,Srinagar,194780
2024,Q1,Jammu & Kashmir,Baramulla,169476
2024,Q1,Jammu & Kashmir,Budgam,126146
2024,Q1,Jammu & Kashmir,Kathua,119369
2024,Q1,Jammu & Kashmir,Anantnag,114215
2024,Q1,Jammu & Kashmir,Kupwara,112748
2024,Q1,Jammu & Kashmir,Udhampur,111438
2024,Q1,Jammu & Kashmir,Samba,99768
2024,Q1,Jammu & Kashmir,Rajouri,90494
2024,Q3,Jammu & Kashmir,Jammu,837777
2024,Q3,Jammu & Kashmir,Srinagar,457327
2024,Q3,Jammu & Kashmir,Baramulla,333306
2024,Q3,Jammu & Kashmir,Anantnag,274253
2024,Q3,Jammu & Kashmir,Kupwara,234801
2024,Q3,Jammu & Kashmir,Budgam,215654
2024,Q3,Jammu & Kashmir,Kathua,197546
2024,Q3,Jammu & Kashmir,Rajouri,179306
2024,Q3,Jammu & Kashmir,Samba,178564
2024,Q3,Jammu & Kashmir,Udhampur,177039
2024,Q4,Jammu & Kashmir,Jammu,864118
2024,Q4,Jammu & Kashmir,Srinagar,471195
2024,Q4,Jammu & Kashmir,Baramulla,344407
2024,Q4,Jammu & Kashmir,Anantnag,282299
2024,Q4,Jammu & Kashmir,Kupwara,241441
2024,Q4,Jammu & Kashmir,Budgam,222093
2024,Q4,Jammu & Kashmir,Kathua,203174
2024,Q4,Jammu & Kashmir,Rajouri,185469
2024,Q4,Jammu & Kashmir,Samba,183505
2024,Q4,Jammu & Kashmir,Udhampur,181933
2020,Q1,Jammu & Kashmir,Jammu,191031
2020,Q1,Jammu & Kashmir,Srinagar,70755
2020,Q1,Jammu & Kashmir,Baramulla,59123
2020,Q1,Jammu & Kashmir,Budgam,44636
2020,Q1,Jammu & Kashmir,Anantnag,39513
2020,Q1,Jammu & Kashmir,Kathua,37300
2020,Q1,Jammu & Kashmir,Kupwara,36690
2020,Q1,Jammu & Kashmir,Udhampur,35408
2020,Q1,Jammu & Kashmir,Samba,31570
2020,Q1,Jammu & Kashmir,Pulwama,30796
2020,Q3,Jammu & Kashmir,Jammu,248814
2020,Q3,Jammu & Kashmir,Srinagar,87182
2020,Q3,Jammu & Kashmir,Baramulla,73162
2020,Q3,Jammu & Kashmir,Budgam,55153
2020,Q3,Jammu & Kashmir,Kathua,50914
2020,Q3,Jammu & Kashmir,Anantnag,49443
2020,Q3,Jammu & Kashmir,Udhampur,47399
2020,Q3,Jammu & Kashmir,Kupwara,47288
2020,Q3,Jammu & Kashmir,Samba,42915
2020,Q3,Jammu & Kashmir,Pulwama,38434
2020,Q4,Jammu & Kashmir,Jammu,282463
2020,Q4,Jammu & Kashmir,Srinagar,98923
2020,Q4,Jammu & Kashmir,Baramulla,83119
2020,Q4,Jammu & Kashmir,Budgam,62364
2020,Q4,Jammu & Kashmir,Kathua,57651
2020,Q4,Jammu & Kashmir,Anantnag,56211
2020,Q4,Jammu & Kashmir,Kupwara,54447
2020,Q4,Jammu & Kashmir,Udhampur,53803
2020,Q4,Jammu & Kashmir,Samba,48775
2020,Q4,Jammu & Kashmir,Rajouri,43240
2020,Q2,Jammu & Kashmir,Jammu,220805
2020,Q2,Jammu & Kashmir,Srinagar,78458
2020,Q2,Jammu & Kashmir,Baramulla,66095
2020,Q2,Jammu & Kashmir,Budgam,49962
2020,Q2,Jammu & Kashmir,Kathua,44719
2020,Q2,Jammu & Kashmir,Anantnag,44423
2020,Q2,Jammu & Kashmir,Kupwara,41855
2020,Q2,Jammu & Kashmir,Udhampur,41813
2020,Q2,Jammu & Kashmir,Samba,37600
2020,Q2,Jammu & Kashmir,Pulwama,34565
2022,Q3,Jammu & Kashmir,Jammu,445345
2022,Q3,Jammu & Kashmir,Srinagar,153729
2022,Q3,Jammu & Kashmir,Baramulla,132526
2022,Q3,Jammu & Kashmir,Budgam,98698
2022,Q3,Jammu & Kashmir,Kathua,93084
2022,Q3,Jammu & Kashmir,Anantnag,89184
2022,Q3,Jammu & Kashmir,Kupwara,87867
2022,Q3,Jammu & Kashmir,Udhampur,86915
2022,Q3,Jammu & Kashmir,Samba,78092
2022,Q3,Jammu & Kashmir,Rajouri,70231
2022,Q1,Jammu & Kashmir,Jammu,401675
2022,Q1,Jammu & Kashmir,Srinagar,138727
2022,Q1,Jammu & Kashmir,Baramulla,119475
2022,Q1,Jammu & Kashmir,Budgam,88994
2022,Q1,Jammu & Kashmir,Kathua,83944
2022,Q1,Jammu & Kashmir,Anantnag,80434
2022,Q1,Jammu & Kashmir,Kupwara,78894
2022,Q1,Jammu & Kashmir,Udhampur,78353
2022,Q1,Jammu & Kashmir,Samba,70288
2022,Q1,Jammu & Kashmir,Rajouri,63232
2022,Q2,Jammu & Kashmir,Jammu,423398
2022,Q2,Jammu & Kashmir,Srinagar,146169
2022,Q2,Jammu & Kashmir,Baramulla,126067
2022,Q2,Jammu & Kashmir,Budgam,93893
2022,Q2,Jammu & Kashmir,Kathua,88764
2022,Q2,Jammu & Kashmir,Anantnag,84898
2022,Q2,Jammu & Kashmir,Kupwara,83470
2022,Q2,Jammu & Kashmir,Udhampur,82705
2022,Q2,Jammu & Kashmir,Samba,74186
2022,Q2,Jammu & Kashmir,Rajouri,66893
2022,Q4,Jammu & Kashmir,Jammu,465635
2022,Q4,Jammu & Kashmir,Srinagar,160924
2022,Q4,Jammu & Kashmir,Baramulla,138215
2022,Q4,Jammu & Kashmir,Budgam,103056
2022,Q4,Jammu & Kashmir,Kathua,96688
2022,Q4,Jammu & Kashmir,Anantnag,93107
2022,Q4,Jammu & Kashmir,Kupwara,91691
2022,Q4,Jammu & Kashmir,Udhampur,90677
2022,Q4,Jammu & Kashmir,Samba,81447
2022,Q4,Jammu & Kashmir,Rajouri,72921
2018,Q3,Jammu & Kashmir,Jammu,86877
2018,Q3,Jammu & Kashmir,Srinagar,35583
2018,Q3,Jammu & Kashmir,Baramulla,31069
2018,Q3,Jammu & Kashmir,Budgam,22301
2018,Q3,Jammu & Kashmir,Anantnag,20234
2018,Q3,Jammu & Kashmir,Udhampur,16058
2018,Q3,Jammu & Kashmir,Kathua,15849
2018,Q3,Jammu & Kashmir,Kupwara,15754
2018,Q3,Jammu & Kashmir,Pulwama,15427
2018,Q3,Jammu & Kashmir,Samba,13304
2018,Q4,Jammu & Kashmir,Jammu,113005
2018,Q4,Jammu & Kashmir,Srinagar,44328
2018,Q4,Jammu & Kashmir,Baramulla,37661
2018,Q4,Jammu & Kashmir,Budgam,27710
2018,Q4,Jammu & Kashmir,Anantnag,24448
2018,Q4,Jammu & Kashmir,Udhampur,21123
2018,Q4,Jammu & Kashmir,Kathua,21030
2018,Q4,Jammu & Kashmir,Kupwara,20492
2018,Q4,Jammu & Kashmir,Pulwama,18846
2018,Q4,Jammu & Kashmir,Samba,17595
2018,Q2,Jammu & Kashmir,Jammu,64681
2018,Q2,Jammu & Kashmir,Srinagar,27035
2018,Q2,Jammu & Kashmir,Baramulla,25870
2018,Q2,Jammu & Kashmir,Budgam,17809
2018,Q2,Jammu & Kashmir,Anantnag,16373
2018,Q2,Jammu & Kashmir,Pulwama,12218
2018,Q2,Jammu & Kashmir,Udhampur,12195
2018,Q2,Jammu & Kashmir,Kathua,11778
2018,Q2,Jammu & Kashmir,Kupwara,11482
2018,Q2,Jammu & Kashmir,Samba,9601
2018,Q1,Jammu & Kashmir,Jammu,45294
2018,Q1,Jammu & Kashmir,Srinagar,18233
2018,Q1,Jammu & Kashmir,Baramulla,16299
2018,Q1,Jammu & Kashmir,Budgam,11594
2018,Q1,Jammu & Kashmir,Anantnag,11556
2018,Q1,Jammu & Kashmir,Udhampur,8457
2018,Q1,Jammu & Kashmir,Pulwama,8441
2018,Q1,Jammu & Kashmir,Kathua,8039
2018,Q1,Jammu & Kashmir,Kupwara,7254
2018,Q1,Jammu & Kashmir,Samba,6534
2020,Q2,Madhya Pradesh,Indore,1410157
2020,Q2,Madhya Pradesh,Bhopal,1080094
2020,Q2,Madhya Pradesh,Gwalior,554377
2020,Q2,Madhya Pradesh,Jabalpur,507707
2020,Q2,Madhya Pradesh,Ujjain,395028
2020,Q2,Madhya Pradesh,Sagar,333878
2020,Q2,Madhya Pradesh,Rewa,313486
2020,Q2,Madhya Pradesh,Dhar,310389
2020,Q2,Madhya Pradesh,Chhindwara,302791
2020,Q2,Madhya Pradesh,Satna,281414
2020,Q1,Madhya Pradesh,Indore,1287857
2020,Q1,Madhya Pradesh,Bhopal,1003288
2020,Q1,Madhya Pradesh,Gwalior,506221
2020,Q1,Madhya Pradesh,Jabalpur,462069
2020,Q1,Madhya Pradesh,Ujjain,349476
2020,Q1,Madhya Pradesh,Sagar,299753
2020,Q1,Madhya Pradesh,Rewa,285832
2020,Q1,Madhya Pradesh,Dhar,270891
2020,Q1,Madhya Pradesh,Chhindwara,268008
2020,Q1,Madhya Pradesh,Satna,253988
2020,Q3,Madhya Pradesh,Indore,1524036
2020,Q3,Madhya Pradesh,Bhopal,1162000
2020,Q3,Madhya Pradesh,Gwalior,603096
2020,Q3,Madhya Pradesh,Jabalpur,555235
2020,Q3,Madhya Pradesh,Ujjain,436068
2020,Q3,Madhya Pradesh,Sagar,368745
2020,Q3,Madhya Pradesh,Dhar,346394
2020,Q3,Madhya Pradesh,Rewa,343897
2020,Q3,Madhya Pradesh,Chhindwara,336306
2020,Q3,Madhya Pradesh,Satna,311884
2020,Q4,Madhya Pradesh,Indore,1645564
2020,Q4,Madhya Pradesh,Bhopal,1249343
2020,Q4,Madhya Pradesh,Gwalior,652985
2020,Q4,Madhya Pradesh,Jabalpur,604034
2020,Q4,Madhya Pradesh,Ujjain,475637
2020,Q4,Madhya Pradesh,Sagar,402006
2020,Q4,Madhya Pradesh,Dhar,382523
2020,Q4,Madhya Pradesh,Rewa,374099
2020,Q4,Madhya Pradesh,Chhindwara,370027
2020,Q4,Madhya Pradesh,Satna,340632
2024,Q4,Madhya Pradesh,Indore,3561408
2024,Q4,Madhya Pradesh,Bhopal,2532916
2024,Q4,Madhya Pradesh,Gwalior,1415249
2024,Q4,Madhya Pradesh,Jabalpur,1322938
2024,Q4,Madhya Pradesh,Ujjain,1122016
2024,Q4,Madhya Pradesh,Dhar,967815
2024,Q4,Madhya Pradesh,Sagar,944144
2024,Q4,Madhya Pradesh,Dewas,732757
2024,Q4,Madhya Pradesh,Chhindwara,728140
2024,Q4,Madhya Pradesh,Ratlam,706494
2024,Q3,Madhya Pradesh,Indore,3457022
2024,Q3,Madhya Pradesh,Bhopal,2456267
2024,Q3,Madhya Pradesh,Gwalior,1370838
2024,Q3,Madhya Pradesh,Jabalpur,1280233
2024,Q3,Madhya Pradesh,Ujjain,1086484
2024,Q3,Madhya Pradesh,Dhar,937167
2024,Q3,Madhya Pradesh,Sagar,912167
2024,Q3,Madhya Pradesh,Dewas,710884
2024,Q3,Madhya Pradesh,Chhindwara,702158
2024,Q3,Madhya Pradesh,Ratlam,683793
2024,Q1,Madhya Pradesh,Indore,3217251
2024,Q1,Madhya Pradesh,Bhopal,2436143
2024,Q1,Madhya Pradesh,Gwalior,1307564
2024,Q1,Madhya Pradesh,Jabalpur,1193636
2024,Q1,Madhya Pradesh,Ujjain,978177
2024,Q1,Madhya Pradesh,Sagar,824727
2024,Q1,Madhya Pradesh,Dhar,802038
2024,Q1,Madhya Pradesh,Rewa,764984
2024,Q1,Madhya Pradesh,Chhindwara,756689
2024,Q1,Madhya Pradesh,Satna,703168
2024,Q2,Madhya Pradesh,Indore,3336262
2024,Q2,Madhya Pradesh,Bhopal,2528021
2024,Q2,Madhya Pradesh,Gwalior,1355896
2024,Q2,Madhya Pradesh,Jabalpur,1239008
2024,Q2,Madhya Pradesh,Ujjain,1015587
2024,Q2,Madhya Pradesh,Sagar,856655
2024,Q2,Madhya Pradesh,Dhar,833099
2024,Q2,Madhya Pradesh,Rewa,794199
2024,Q2,Madhya Pradesh,Chhindwara,785786
2024,Q2,Madhya Pradesh,Satna,730055
2023,Q1,Madhya Pradesh,Indore,2780295
2023,Q1,Madhya Pradesh,Bhopal,2101098
2023,Q1,Madhya Pradesh,Gwalior,1123707
2023,Q1,Madhya Pradesh,Jabalpur,1025803
2023,Q1,Madhya Pradesh,Ujjain,832451
2023,Q1,Madhya Pradesh,Sagar,699722
2023,Q1,Madhya Pradesh,Dhar,679569
2023,Q1,Madhya Pradesh,Rewa,651354
2023,Q1,Madhya Pradesh,Chhindwara,642022
2023,Q1,Madhya Pradesh,Satna,596769
2023,Q2,Madhya Pradesh,Indore,2883610
2023,Q2,Madhya Pradesh,Bhopal,2179557
2023,Q2,Madhya Pradesh,Gwalior,1168513
2023,Q2,Madhya Pradesh,Jabalpur,1065846
2023,Q2,Madhya Pradesh,Ujjain,868546
2023,Q2,Madhya Pradesh,Sagar,730094
2023,Q2,Madhya Pradesh,Dhar,710181
2023,Q2,Madhya Pradesh,Rewa,680100
2023,Q2,Madhya Pradesh,Chhindwara,670155
2023,Q2,Madhya Pradesh,Satna,623076
2023,Q3,Madhya Pradesh,Indore,2996261
2023,Q3,Madhya Pradesh,Bhopal,2265685
2023,Q3,Madhya Pradesh,Gwalior,1215484
2023,Q3,Madhya Pradesh,Jabalpur,1108465
2023,Q3,Madhya Pradesh,Ujjain,905474
2023,Q3,Madhya Pradesh,Sagar,761623
2023,Q3,Madhya Pradesh,Dhar,740878
2023,Q3,Madhya Pradesh,Rewa,708385
2023,Q3,Madhya Pradesh,Chhindwara,698604
2023,Q3,Madhya Pradesh,Satna,649398
2023,Q4,Madhya Pradesh,Indore,3098089
2023,Q4,Madhya Pradesh,Bhopal,2344171
2023,Q4,Madhya Pradesh,Gwalior,1257720
2023,Q4,Madhya Pradesh,Jabalpur,1147811
2023,Q4,Madhya Pradesh,Ujjain,938748
2023,Q4,Madhya Pradesh,Sagar,790240
2023,Q4,Madhya Pradesh,Dhar,768839
2023,Q4,Madhya Pradesh,Rewa,734299
2023,Q4,Madhya Pradesh,Chhindwara,724870
2023,Q4,Madhya Pradesh,Satna,673980
2021,Q1,Madhya Pradesh,Indore,1769869
2021,Q1,Madhya Pradesh,Bhopal,1340741
2021,Q1,Madhya Pradesh,Gwalior,703232
2021,Q1,Madhya Pradesh,Jabalpur,650087
2021,Q1,Madhya Pradesh,Ujjain,513868
2021,Q1,Madhya Pradesh,Sagar,432938
2021,Q1,Madhya Pradesh,Dhar,415117
2021,Q1,Madhya Pradesh,Rewa,403013
2021,Q1,Madhya Pradesh,Chhindwara,399276
2021,Q1,Madhya Pradesh,Satna,368299
2021,Q3,Madhya Pradesh,Indore,2028266
2021,Q3,Madhya Pradesh,Bhopal,1531544
2021,Q3,Madhya Pradesh,Gwalior,809887
2021,Q3,Madhya Pradesh,Jabalpur,745631
2021,Q3,Madhya Pradesh,Ujjain,596195
2021,Q3,Madhya Pradesh,Sagar,501819
2021,Q3,Madhya Pradesh,Dhar,483901
2021,Q3,Madhya Pradesh,Rewa,466895
2021,Q3,Madhya Pradesh,Chhindwara,462834
2021,Q3,Madhya Pradesh,Satna,426929
2021,Q2,Madhya Pradesh,Indore,1892259
2021,Q2,Madhya Pradesh,Bhopal,1431127
2021,Q2,Madhya Pradesh,Gwalior,753172
2021,Q2,Madhya Pradesh,Jabalpur,695130
2021,Q2,Madhya Pradesh,Ujjain,552204
2021,Q2,Madhya Pradesh,Sagar,464791
2021,Q2,Madhya Pradesh,Dhar,447074
2021,Q2,Madhya Pradesh,Rewa,432682
2021,Q2,Madhya Pradesh,Chhindwara,428800
2021,Q2,Madhya Pradesh,Satna,395440
2021,Q4,Madhya Pradesh,Indore,2164101
2021,Q4,Madhya Pradesh,Bhopal,1633266
2021,Q4,Madhya Pradesh,Gwalior,866561
2021,Q4,Madhya Pradesh,Jabalpur,796148
2021,Q4,Madhya Pradesh,Ujjain,639197
2021,Q4,Madhya Pradesh,Sagar,538447
2021,Q4,Madhya Pradesh,Dhar,519970
2021,Q4,Madhya Pradesh,Rewa,500513
2021,Q4,Madhya Pradesh,Chhindwara,495990
2021,Q4,Madhya Pradesh,Satna,457858
2022,Q1,Madhya Pradesh,Indore,2291709
2022,Q1,Madhya Pradesh,Bhopal,1729248
2022,Q1,Madhya Pradesh,Gwalior,919789
2022,Q1,Madhya Pradesh,Jabalpur,844191
2022,Q1,Madhya Pradesh,Ujjain,680599
2022,Q1,Madhya Pradesh,Sagar,573791
2022,Q1,Madhya Pradesh,Dhar,554545
2022,Q1,Madhya Pradesh,Rewa,533627
2022,Q1,Madhya Pradesh,Chhindwara,528140
2022,Q1,Madhya Pradesh,Satna,488378
2022,Q3,Madhya Pradesh,Indore,2537328
2022,Q3,Madhya Pradesh,Bhopal,1915532
2022,Q3,Madhya Pradesh,Gwalior,1022539
2022,Q3,Madhya Pradesh,Jabalpur,935649
2022,Q3,Madhya Pradesh,Ujjain,758373
2022,Q3,Madhya Pradesh,Sagar,638100
2022,Q3,Madhya Pradesh,Dhar,618777
2022,Q3,Madhya Pradesh,Rewa,594588
2022,Q3,Madhya Pradesh,Chhindwara,587412
2022,Q3,Madhya Pradesh,Satna,544011
2022,Q4,Madhya Pradesh,Indore,2660518
2022,Q4,Madhya Pradesh,Bhopal,2009655
2022,Q4,Madhya Pradesh,Gwalior,1073648
2022,Q4,Madhya Pradesh,Jabalpur,980428
2022,Q4,Madhya Pradesh,Ujjain,794711
2022,Q4,Madhya Pradesh,Sagar,667526
2022,Q4,Madhya Pradesh,Dhar,648535
2022,Q4,Madhya Pradesh,Rewa,622122
2022,Q4,Madhya Pradesh,Chhindwara,613456
2022,Q4,Madhya Pradesh,Satna,569320
2022,Q2,Madhya Pradesh,Indore,2412576
2022,Q2,Madhya Pradesh,Bhopal,1820625
2022,Q2,Madhya Pradesh,Gwalior,970340
2022,Q2,Madhya Pradesh,Jabalpur,889518
2022,Q2,Madhya Pradesh,Ujjain,719339
2022,Q2,Madhya Pradesh,Sagar,605733
2022,Q2,Madhya Pradesh,Dhar,586670
2022,Q2,Madhya Pradesh,Rewa,564327
2022,Q2,Madhya Pradesh,Chhindwara,557958
2022,Q2,Madhya Pradesh,Satna,516107
2019,Q4,Madhya Pradesh,Indore,1181500
2019,Q4,Madhya Pradesh,Bhopal,926576
2019,Q4,Madhya Pradesh,Gwalior,461960
2019,Q4,Madhya Pradesh,Jabalpur,422786
2019,Q4,Madhya Pradesh,Ujjain,314250
2019,Q4,Madhya Pradesh,Sagar,272650
2019,Q4,Madhya Pradesh,Rewa,260351
2019,Q4,Madhya Pradesh,Dhar,242108
2019,Q4,Madhya Pradesh,Chhindwara,240962
2019,Q4,Madhya Pradesh,Satna,228680
2019,Q1,Madhya Pradesh,Indore,844465
2019,Q1,Madhya Pradesh,Bhopal,670417
2019,Q1,Madhya Pradesh,Gwalior,331504
2019,Q1,Madhya Pradesh,Jabalpur,295042
2019,Q1,Madhya Pradesh,Ujjain,214818
2019,Q1,Madhya Pradesh,Sagar,194467
2019,Q1,Madhya Pradesh,Rewa,188803
2019,Q1,Madhya Pradesh,Chhindwara,168633
2019,Q1,Madhya Pradesh,Dhar,166663
2019,Q1,Madhya Pradesh,Satna,160954
2019,Q2,Madhya Pradesh,Indore,955207
2019,Q2,Madhya Pradesh,Bhopal,756839
2019,Q2,Madhya Pradesh,Gwalior,373367
2019,Q2,Madhya Pradesh,Jabalpur,336963
2019,Q2,Madhya Pradesh,Ujjain,247033
2019,Q2,Madhya Pradesh,Sagar,219328
2019,Q2,Madhya Pradesh,Rewa,211420
2019,Q2,Madhya Pradesh,Chhindwara,192226
2019,Q2,Madhya Pradesh,Dhar,190659
2019,Q2,Madhya Pradesh,Satna,182176
2019,Q3,Madhya Pradesh,Indore,1071598
2019,Q3,Madhya Pradesh,Bhopal,846170
2019,Q3,Madhya Pradesh,Gwalior,417846
2019,Q3,Madhya Pradesh,Jabalpur,380209
2019,Q3,Madhya Pradesh,Ujjain,280589
2019,Q3,Madhya Pradesh,Sagar,243729
2019,Q3,Madhya Pradesh,Rewa,232367
2019,Q3,Madhya Pradesh,Chhindwara,214945
2019,Q3,Madhya Pradesh,Dhar,214712
2019,Q3,Madhya Pradesh,Satna,203019
2018,Q2,Madhya Pradesh,Indore,479904
2018,Q2,Madhya Pradesh,Bhopal,398498
2018,Q2,Madhya Pradesh,Gwalior,193605
2018,Q2,Madhya Pradesh,Jabalpur,155624
2018,Q2,Madhya Pradesh,Ujjain,113216
2018,Q2,Madhya Pradesh,Rewa,100661
2018,Q2,Madhya Pradesh,Sagar,100623
2018,Q2,Madhya Pradesh,Chhindwara,87704
2018,Q2,Madhya Pradesh,Dhar,86280
2018,Q2,Madhya Pradesh,Dewas,84342
2018,Q4,Madhya Pradesh,Indore,712479
2018,Q4,Madhya Pradesh,Bhopal,571518
2018,Q4,Madhya Pradesh,Gwalior,284894
2018,Q4,Madhya Pradesh,Jabalpur,248495
2018,Q4,Madhya Pradesh,Ujjain,177894
2018,Q4,Madhya Pradesh,Sagar,162788
2018,Q4,Madhya Pradesh,Rewa,160024
2018,Q4,Madhya Pradesh,Chhindwara,139301
2018,Q4,Madhya Pradesh,Dhar,137501
2018,Q4,Madhya Pradesh,Satna,133865
2018,Q3,Madhya Pradesh,Indore,585621
2018,Q3,Madhya Pradesh,Bhopal,474192
2018,Q3,Madhya Pradesh,Gwalior,236305
2018,Q3,Madhya Pradesh,Jabalpur,193535
2018,Q3,Madhya Pradesh,Ujjain,143770
2018,Q3,Madhya Pradesh,Sagar,128283
2018,Q3,Madhya Pradesh,Rewa,125803
2018,Q3,Madhya Pradesh,Dhar,110726
2018,Q3,Madhya Pradesh,Chhindwara,109266
2018,Q3,Madhya Pradesh,Dewas,105774
2018,Q1,Madhya Pradesh,Indore,366977
2018,Q1,Madhya Pradesh,Bhopal,307312
2018,Q1,Madhya Pradesh,Gwalior,142453
2018,Q1,Madhya Pradesh,Jabalpur,115953
2018,Q1,Madhya Pradesh,Ujjain,84441
2018,Q1,Madhya Pradesh,Rewa,73336
2018,Q1,Madhya Pradesh,Sagar,72857
2018,Q1,Madhya Pradesh,Chhindwara,65005
2018,Q1,Madhya Pradesh,Dhar,63440
2018,Q1,Madhya Pradesh,Dewas,62902
2024,Q4,Jharkhand,Ranchi,1925740
2024,Q4,Jharkhand,Dhanbad,1217905
2024,Q4,Jharkhand,East Singhbhum,1058824
2024,Q4,Jharkhand,Bokaro,870396
2024,Q4,Jharkhand,Hazaribag,828548
2024,Q4,Jharkhand,Giridih,747541
2024,Q4,Jharkhand,Deoghar,695715
2024,Q4,Jharkhand,Palamu,667463
2024,Q4,Jharkhand,Ramgarh,443708
2024,Q4,Jharkhand,Garhwa,419043
2024,Q1,Jharkhand,Ranchi,1584765
2024,Q1,Jharkhand,Dhanbad,1234913
2024,Q1,Jharkhand,East Singhbhum,1032308
2024,Q1,Jharkhand,Bokaro,897500
2024,Q1,Jharkhand,Hazaribagh,702582
2024,Q1,Jharkhand,Giridih,563876
2024,Q1,Jharkhand,Deoghar,546402
2024,Q1,Jharkhand,Palamu,488959
2024,Q1,Jharkhand,Ramgarh,411863
2024,Q1,Jharkhand,Saraikela Kharsawan,334955
2024,Q3,Jharkhand,Ranchi,1872419
2024,Q3,Jharkhand,Dhanbad,1181029
2024,Q3,Jharkhand,East Singhbhum,1027203
2024,Q3,Jharkhand,Bokaro,842271
2024,Q3,Jharkhand,Hazaribag,799110
2024,Q3,Jharkhand,Giridih,713603
2024,Q3,Jharkhand,Deoghar,671808
2024,Q3,Jharkhand,Palamu,636687
2024,Q3,Jharkhand,Ramgarh,429178
2024,Q3,Jharkhand,Garhwa,397627
2024,Q2,Jharkhand,Ranchi,1643401
2024,Q2,Jharkhand,Dhanbad,1281663
2024,Q2,Jharkhand,East Singhbhum,1071026
2024,Q2,Jharkhand,Bokaro,931807
2024,Q2,Jharkhand,Hazaribagh,729302
2024,Q2,Jharkhand,Giridih,585561
2024,Q2,Jharkhand,Deoghar,567684
2024,Q2,Jharkhand,Palamu,507883
2024,Q2,Jharkhand,Ramgarh,427745
2024,Q2,Jharkhand,Saraikela Kharsawan,347684
2022,Q1,Jharkhand,Ranchi,1115386
2022,Q1,Jharkhand,Dhanbad,862955
2022,Q1,Jharkhand,East Singhbhum,728043
2022,Q1,Jharkhand,Bokaro,626182
2022,Q1,Jharkhand,Hazaribagh,485388
2022,Q1,Jharkhand,Giridih,387949
2022,Q1,Jharkhand,Deoghar,375345
2022,Q1,Jharkhand,Palamu,333409
2022,Q1,Jharkhand,Ramgarh,284993
2022,Q1,Jharkhand,Saraikela Kharsawan,234284
2022,Q4,Jharkhand,Ranchi,1301412
2022,Q4,Jharkhand,Dhanbad,1009397
2022,Q4,Jharkhand,East Singhbhum,847360
2022,Q4,Jharkhand,Bokaro,731714
2022,Q4,Jharkhand,Hazaribagh,569551
2022,Q4,Jharkhand,Giridih,454873
2022,Q4,Jharkhand,Deoghar,441349
2022,Q4,Jharkhand,Palamu,393187
2022,Q4,Jharkhand,Ramgarh,334310
2022,Q4,Jharkhand,Saraikela Kharsawan,272780
2022,Q2,Jharkhand,Ranchi,1176707
2022,Q2,Jharkhand,Dhanbad,910885
2022,Q2,Jharkhand,East Singhbhum,767451
2022,Q2,Jharkhand,Bokaro,661123
2022,Q2,Jharkhand,Hazaribagh,513316
2022,Q2,Jharkhand,Giridih,411014
2022,Q2,Jharkhand,Deoghar,397542
2022,Q2,Jharkhand,Palamu,353653
2022,Q2,Jharkhand,Ramgarh,301481
2022,Q2,Jharkhand,Saraikela Kharsawan,247346
2022,Q3,Jharkhand,Ranchi,1240013
2022,Q3,Jharkhand,Dhanbad,961257
2022,Q3,Jharkhand,East Singhbhum,808077
2022,Q3,Jharkhand,Bokaro,697249
2022,Q3,Jharkhand,Hazaribagh,542145
2022,Q3,Jharkhand,Giridih,434250
2022,Q3,Jharkhand,Deoghar,420404
2022,Q3,Jharkhand,Palamu,374369
2022,Q3,Jharkhand,Ramgarh,318524
2022,Q3,Jharkhand,Saraikela Kharsawan,260605
2023,Q4,Jharkhand,Ranchi,1524444
2023,Q4,Jharkhand,Dhanbad,1186497
2023,Q4,Jharkhand,East Singhbhum,992524
2023,Q4,Jharkhand,Bokaro,861553
2023,Q4,Jharkhand,Hazaribagh,673853
2023,Q4,Jharkhand,Giridih,540555
2023,Q4,Jharkhand,Deoghar,523947
2023,Q4,Jharkhand,Palamu,468199
2023,Q4,Jharkhand,Ramgarh,395054
2023,Q4,Jharkhand,Saraikela Kharsawan,321437
2023,Q1,Jharkhand,Ranchi,1361772
2023,Q1,Jharkhand,Dhanbad,1056568
2023,Q1,Jharkhand,East Singhbhum,886341
2023,Q1,Jharkhand,Bokaro,766067
2023,Q1,Jharkhand,Hazaribagh,596924
2023,Q1,Jharkhand,Giridih,477295
2023,Q1,Jharkhand,Deoghar,463198
2023,Q1,Jharkhand,Palamu,412757
2023,Q1,Jharkhand,Ramgarh,350515
2023,Q1,Jharkhand,Saraikela Kharsawan,285388
2023,Q3,Jharkhand,Ranchi,1472886
2023,Q3,Jharkhand,Dhanbad,1145055
2023,Q3,Jharkhand,East Singhbhum,958456
